Distancia_Casa;Distancia_Ultima_Transacao;Valor_Transação;Mesmo_Varejista;Cartao_Credito_Fisico;Utilizando_Senha;Pedido_Online;Fraude
1.950678056;0.110871623;677.38;1;1;0;0;0
8.603825318;3.213001293;498.88;1;1;0;1;0
1.741954175;35.52132751;631.37;0;0;0;0;0
14.15998125;7.731713373;878.04;1;0;1;1;0
1.013814133;0.946256572;2392.01;0;0;1;1;0
9.364855093;0.60936902;954.98;1;1;1;1;0
57.0629748;1.409001231;2741.1;1;1;0;1;0
10.29943716;2.979913649;776.93;1;0;0;1;0
5.078764239;0.565971336;7200.63;1;0;0;0;0
3.627989638;1.119689865;1003.34;1;0;1;0;0
7.080863073;8.033886704;5371.86;1;1;0;1;1
1.750661528;2.802776641;237.96;0;1;0;1;0
5.962155083;0.879850725;415.42;1;0;0;1;0
42.38161796;3.268804706;667.83;1;1;0;1;0
1.433879662;9.386653567;1143.23;0;1;0;1;0
7.300952703;9.338285532;1970.47;1;0;0;1;0
17.22685725;9.031179947;3626.02;1;0;0;1;0
1.736064021;19.18528335;1292.22;0;0;0;0;0
13.26366308;11.74913432;1857.38;1;1;0;0;0
3.008417964;0.752096019;2151.06;1;0;1;0;0
5.688604065;2.589830706;1060.42;1;1;0;1;0
10.41260936;0.51680831;272.55;1;1;0;0;0
1.467197847;0.357110359;1784.51;0;0;0;0;0
15.22114306;0.125654516;2753.29;1;0;0;1;0
38.57798041;12.6528611;345.59;1;1;0;0;0
44.51301532;1.961363217;2835.94;1;0;0;1;0
12.24286026;3.011687248;2944.31;1;0;0;1;0
7.305234144;14.15868691;2304.49;1;0;0;1;0
3.120541438;6.014117978;2506.36;1;1;0;0;0
2.610198935;0.14433895;1398.56;1;0;0;1;0
21.71946567;0.213548486;428.58;1;1;0;0;0
20.03293158;10.66354669;26602.2;1;1;0;0;0
223.4745186;4.517839138;570.44;1;0;0;1;1
1.543890096;3.177946763;3728.89;0;0;1;0;0
83.69747376;0.734573593;702.19;1;0;0;1;0
2.165559226;6.525867372;949.3;1;0;0;1;0
22.47307484;2.782768086;3735.99;1;1;0;0;0
15.60877177;0.115695302;370.05;1;0;0;0;0
128.3209748;0.199124144;617.67;1;1;1;1;0
3.49109935;0.002282439;2213;1;0;0;1;0
15.39273241;0.501709057;1648.12;1;0;0;1;0
4.099444186;1.041901072;1465.91;1;0;0;1;0
15.31320836;0.109080912;646.79;1;0;0;1;0
8.356681833;7.629551946;995.03;1;1;0;1;0
13.46381279;0.927919231;987.01;1;0;0;1;0
84.60240238;1.840343145;285.38;1;1;0;0;0
7.717007933;0.808992085;1042.66;1;0;0;0;0
9.000146572;4.262413095;909.99;1;0;0;0;0
13.8261893;0.477694486;1690.82;1;0;0;1;0
6.186645123;0.056747139;162.38;1;0;0;0;0
60.12028349;1.308066903;191.93;1;0;0;0;0
35.35165475;0.363700323;789.7;1;1;0;0;0
22.0392274;0.244937883;1335.67;1;0;0;0;0
18.01105373;64.00502887;355.46;1;0;0;1;1
16.98091691;7.638557056;952.28;1;1;1;1;0
31.59815845;0.035297689;864.36;1;1;0;1;0
18.06613253;0.991653093;1430.2;1;0;0;0;0
14.03485471;5.33252893;635.37;1;1;0;1;0
34.83816403;1.473038444;324.75;1;0;0;1;0
36.07643037;0.992351978;1756.57;1;0;0;1;0
12.99313826;0.231266306;1824.73;1;0;0;1;0
48.29044522;1.847183674;904.64;1;0;1;0;0
25.20231171;0.059166265;124.93;1;0;0;1;0
6.614551924;0.790544065;619.21;1;0;0;1;0
14.43232362;0.102624578;2010;1;1;0;0;0
1.014678129;0.458450491;5490.91;0;0;0;0;1
15.38848402;0.843795968;6294.11;1;0;0;1;1
13.3421975;1.524930775;400.83;1;0;0;1;0
59.38542501;0.352662605;1317.32;1;0;0;1;0
22.47920269;2.414545693;613.47;1;0;0;1;0
61.5615001;0.233662972;65.76;1;0;1;1;0
5.514663014;0.534619278;84.01;1;1;0;1;0
51.84222219;0.122682774;2836.29;1;1;0;1;0
2.215569207;1.631507537;3578.36;1;1;0;1;0
34.41182322;0.958924848;547.21;1;0;0;1;0
6.126465282;0.032116455;1675.23;1;0;1;0;0
3.030599295;0.602059144;4614.5;1;1;0;1;1
10.14372029;1.934128584;2152.73;1;0;0;1;0
42.92903001;1.183932215;317.66;1;0;0;1;0
6.017938642;0.754353068;285.52;1;1;0;0;0
36.83019658;14.59977331;3570.72;1;1;0;1;0
22.08020735;1.607312515;151.4;1;1;0;1;0
9.944441281;0.099666183;256.23;1;1;0;0;0
2.355155398;5.112988416;1155.63;1;0;0;1;0
38.06079563;0.920371739;3134.83;1;0;0;1;0
8.284879738;0.07143475;1092.95;1;0;0;1;0
6.604652122;2.056894112;792.24;1;1;0;1;0
7.138135394;0.885168451;1314.71;1;0;0;0;0
10.60299232;1.184961083;423.22;1;1;0;0;0
30.68575967;12.42899735;3675.77;1;1;0;0;0
38.16472239;1.254936315;194.25;1;0;0;0;0
4.801135126;0.546450748;710.95;1;1;0;0;0
2.040879417;0.482074327;371.97;1;0;0;1;0
7.84853254;0.728530739;1922.08;1;0;0;0;0
20.99838618;0.085349196;3563.56;1;1;0;1;0
48.45207869;1.837076438;741.81;1;0;0;0;0
7.587206267;0.191502549;349.59;1;0;0;0;0
38.49471266;3.373509588;1766.03;1;0;0;1;0
31.87904613;5.758921553;133.95;1;1;0;1;0
31.33505006;1.458402715;1559.49;1;0;0;1;0
8.033579069;3.6514468;2562.95;1;0;1;1;0
5.003946324;0.138941544;2955.85;1;0;0;1;0
70.60092555;0.084499598;422.08;1;1;0;0;0
4.939073017;6.366086557;1151.14;1;0;0;1;0
21.338128;0.232370543;360.06;1;1;0;0;0
41.43786981;0.169821727;1137.44;1;0;0;0;0
11.999398;0.168818931;596.15;1;0;0;1;0
21.49298611;0.178331728;2127.78;1;0;0;1;0
23.2049825;1.533051613;5089.69;1;1;1;1;0
116.5968044;28.31547198;379.44;1;0;0;0;0
1.399026336;1.008069159;1136.44;0;0;0;1;0
1.522588093;6.918136444;1813.47;0;0;0;0;0
4.874767492;0.022963601;2478.76;1;0;0;0;0
6.208179172;3.998925851;4512.87;1;0;0;1;1
7.509000422;0.597267294;510.77;1;1;0;1;0
10.58879123;0.894603791;4433.81;1;0;0;1;1
5.836460668;0.337640892;284.5;1;1;0;1;0
521.915569;0.105246783;328.15;1;0;0;1;1
2.438913709;0.16380979;3257.01;1;0;0;1;0
7.067459566;1.736584093;263.45;1;1;0;1;0
19.33509916;2.3845155;2926.38;1;0;1;1;0
22.18267754;2.667724806;2457.85;1;0;0;0;0
46.554765;2.390519778;294.58;1;1;0;1;0
78.1924579;0.762386246;229.89;1;0;0;1;0
14.11245296;930.7963428;297.98;1;0;0;0;0
13.48224796;43.71707804;287.54;1;1;0;0;0
6.550585547;0.05720126;410.22;1;0;0;0;0
8.117776316;1.704539972;667.66;1;0;0;0;0
6.880207261;20.77597218;484.49;1;1;0;1;0
1.14643488;0.145608069;1390.49;0;0;0;1;0
2.606564636;0.274654165;515.33;1;0;0;1;0
9.760161729;0.674895425;1361.63;1;0;0;0;0
1.758224647;0.829577402;1773.69;0;1;0;0;0
16.96588862;11.16947633;19092.8;1;1;0;1;1
10.22951952;0.56439556;4418.84;1;1;0;0;0
10.14706603;0.184762816;1205.01;1;0;1;0;0
4.412301022;16.18548805;3901.44;1;1;1;1;0
6.637867766;10.12270441;726.14;1;0;0;0;0
77.69272162;41.4957667;2361.43;1;0;1;0;0
4.111469506;0.31284665;15645.46;1;0;0;0;0
247.8347579;1.737551083;1319.18;1;1;1;1;0
68.00360877;0.257725618;281.21;1;0;0;1;0
30.75223823;23.85825736;2836.68;1;0;0;0;0
5.063921402;0.007855546;3442.46;1;0;1;1;0
42.7754246;0.315441282;888.25;1;0;0;0;0
168.5680938;1.328132207;1787.48;1;0;0;1;1
3.621260485;0.029674728;338.75;1;0;0;1;0
22.97337138;1.278502289;343.28;1;0;0;1;0
6.728690245;0.038062178;2476.75;1;0;0;1;0
20.16693272;1.058020757;625.96;1;0;0;1;0
71.75763394;0.393561899;877.48;1;0;0;1;0
3.793074192;1.583800579;216.04;1;0;0;1;0
21.6536527;0.135332237;685.75;1;0;0;1;0
3.393490914;2.2904951;1031.84;1;0;0;0;0
5.70261794;1.589219197;531.22;1;0;0;0;0
39.27963515;0.568148733;648.63;1;0;0;0;0
0.437305444;0.116988285;4170.59;0;0;0;1;1
11.8657492;0.657928596;1059.59;1;1;0;0;0
140.5607083;0.148538196;813.79;1;0;0;1;1
60.43255886;1.415910335;722.55;1;0;0;1;0
4.977909339;17.71087189;706.48;1;0;0;1;0
11.31014397;0.110004734;871.89;1;0;0;1;0
54.17534017;3.147564165;1755.15;1;1;0;0;0
16.28758568;2.060537407;788.86;1;1;0;0;0
120.7334287;6.498259981;510.24;1;0;0;0;0
0.700269412;0.11427514;1729.84;0;1;0;1;0
40.06655164;0.011648213;622.91;1;0;0;1;0
171.6159907;0.140691055;2357.66;1;0;0;0;0
25.17577332;2.003239117;2882.12;1;1;0;1;0
8.649815956;8.796277431;1030.12;1;0;0;1;0
0.117824458;0.450170923;252.3;0;0;0;1;0
10.57420314;0.513590996;1052.81;1;0;0;1;0
2.25301441;0.053558471;15806.2;1;0;0;0;0
40.40048428;26.91090703;631.17;1;0;0;1;0
14.51430836;1.380783709;1376.87;1;0;0;1;0
3.065986948;2.706028756;300.72;1;0;0;1;0
12.22250977;0.537572951;82.26;1;0;0;1;0
15.98891312;0.164628708;15366.69;1;0;1;1;0
5.315761702;8.777559695;3684.56;1;1;0;1;0
7.847904288;4.897734472;961.42;1;0;0;1;0
52.53566605;3.568699113;406.11;1;0;0;1;0
42.31349014;6.807604631;862.42;1;1;0;1;0
29.38475344;0.550701529;4035.65;1;1;0;1;1
99.29228021;0.196037046;6637.2;1;0;0;0;0
6.169784175;0.351505239;6207.21;1;1;0;1;1
3.692767312;0.537602719;381.11;1;1;0;0;0
8.455253857;6.234367206;3717.93;1;1;0;1;0
5.781131919;1.605179741;4010.3;1;0;1;0;0
16.36085819;0.191555945;1481.8;1;0;1;1;0
29.22357704;1.691448148;960.85;1;0;0;1;0
7.563614715;0.442780523;340.32;1;1;0;1;0
25.16703541;0.664134582;5036.06;1;0;0;1;1
2.954728116;0.232803679;5785.86;1;1;0;1;1
18.03415589;0.085793935;453.43;1;0;0;1;0
0.96267749;0.693620525;1783.48;0;0;0;1;0
2.790425559;52.60146083;598.12;1;1;1;0;0
6.16175746;0.353153382;4930.64;1;0;0;0;0
0.294753946;0.137784791;1907.39;0;0;0;1;0
74.83551809;2.307362626;3225.01;1;0;0;0;0
3.471556471;0.40929945;603.2;1;0;0;1;0
17.73618762;6.064357976;789.41;1;0;0;0;0
5.254419238;1.778670958;520.47;1;0;0;1;0
1.014947637;0.019325162;208.77;0;1;1;0;0
3.507330446;9.632481777;987.01;1;0;0;1;0
6.445972231;5.172755994;6164.78;1;1;0;1;1
0.884432391;5.545626788;6079.14;0;1;0;1;1
6.745119214;0.129597143;591.57;1;0;1;1;0
5.095758058;0.391280724;503.48;1;0;0;1;0
2.052495522;0.151949422;48.97;1;1;0;0;0
3.068010431;0.607915541;1447.42;1;0;0;1;0
23.65295814;0.764083755;571.35;1;0;0;1;0
20.11224564;0.270913278;955.53;1;0;0;1;0
21.81358352;62.49317513;2279.79;1;1;0;1;0
1.829874773;0.373913925;549.22;0;0;0;1;0
12.70996576;27.88508482;1607.25;1;0;0;1;0
13.44465898;0.124815248;1331.77;1;0;1;1;0
58.90862635;1.454370605;616.76;1;0;0;1;0
449.2601063;1.07536539;657.49;1;1;0;1;0
9.03291779;0.34757213;578.59;1;0;0;1;0
13.70774954;0.386407906;63.85;1;1;0;0;0
5.845821632;1.582260782;2431.02;1;0;0;1;0
25.68822673;0.064020929;1159.6;1;0;0;1;0
7.392737048;1.407999317;2126.23;1;0;0;1;0
1.65371622;0.117525346;430.02;0;0;1;0;0
5.2949121;0.246564986;2484.07;1;0;0;1;0
1.467530638;0.042027523;363.82;0;0;0;1;0
17.28635385;0.42269325;544.81;1;0;0;0;0
4.825367378;1.753821478;318.18;1;1;0;1;0
12.4377445;1.090466598;5497.31;1;0;0;1;1
0.489955551;1.075716859;671.2;0;1;0;1;0
6.809983482;0.074440111;2656.65;1;1;1;0;0
70.23277284;0.176742489;1212.17;1;0;0;0;0
6.132010748;50.91743;726.6;1;1;0;1;0
23.50537899;9.925138111;703.93;1;1;0;1;0
24.36904354;0.46351041;803.87;1;0;0;1;0
1.817142726;0.043112031;2435.42;0;0;0;0;0
95.44383682;1.308856273;1284.3;1;1;0;1;0
2.407978878;0.07086511;2977.09;1;0;1;0;0
29.24860495;0.583209889;596.91;1;0;0;1;0
11.18666578;0.113468826;718.87;1;0;0;1;0
11.20961075;0.055617062;704.37;1;0;0;0;0
70.30371522;0.299567701;502.59;1;0;0;1;0
5.034648081;0.89530572;68.36;1;0;0;1;0
31.51250764;0.247775883;2416.07;1;0;0;1;0
108.2675342;1.776085373;6148.43;1;0;0;1;1
17.68744086;0.303375128;863.19;1;0;0;0;0
5.731293962;0.292346941;5951.97;1;0;1;1;0
17.24646814;9.91925411;3502.32;1;1;0;1;0
3.341565049;11.05941855;5045.82;1;0;0;0;0
15.68758544;0.162581131;198.36;1;1;0;1;0
14.97505764;2.497372147;233.99;1;0;0;0;0
17.67897364;0.584847782;342.31;1;1;0;1;0
30.43195514;2.117500472;403.55;1;0;0;0;0
30.11118912;1.515541682;788.22;1;1;0;1;0
18.1166629;1.516152479;667.29;1;0;0;1;0
8.569712551;8.917029193;5924.98;1;0;0;0;0
21.58991801;0.184723537;1499.46;1;0;0;0;0
20.88588677;1.765823881;528.82;1;1;1;0;0
7.462042131;1.637813038;275.95;1;1;0;1;0
5.239239368;0.25151499;1207.02;1;1;0;0;0
30.78129796;0.370771483;405.08;1;1;0;0;0
46.25141302;0.694865335;1020.9;1;0;0;0;0
19.40602247;1.866310139;8226.63;1;1;0;1;1
6.729707705;0.427511905;225.78;1;0;0;1;0
51.23159319;0.003580453;1111.89;1;0;1;1;0
12.83829487;0.119576576;1303.94;1;0;0;1;0
13.35304866;6.248626771;1116.22;1;0;0;0;0
4.966034316;0.506686535;272.56;1;0;0;0;0
8.068552173;0.141281136;1099.58;1;1;0;0;0
1.58241414;1.780675619;398.2;0;0;0;1;0
7.006475583;7.110099712;3257.46;1;0;0;0;0
3.009893814;3.001816985;1693.52;1;0;0;1;0
5.525296259;0.728504957;1346.67;1;1;0;0;0
0.267901986;2.956731536;1050.33;0;0;0;1;0
5.362504044;1.500985305;5799.99;1;0;0;1;1
127.6553127;5.1403089;1840.82;1;0;0;1;1
35.92138424;1.189696093;308.09;1;0;0;0;0
8.881437614;0.32667995;510.9;1;1;0;1;0
7.40387454;3.178143821;679.36;1;0;0;0;0
3.009576693;0.57075849;1944.62;1;1;0;1;0
0.803930716;6.386725378;1226.23;0;0;1;0;0
1.422227064;0.053918832;1838.3;0;1;0;0;0
4.709939714;0.138784599;1725.96;1;0;0;1;0
76.1157888;1.057603667;476.72;1;0;0;0;0
39.65688667;1.406458752;392.49;1;0;0;1;0
14.25263112;2.012912139;213.82;1;0;0;1;0
1.483642596;2.938854587;377.42;0;0;0;0;0
10.56614035;0.132377746;951.91;1;1;0;0;0
1.305104244;1.883752528;678.99;0;1;0;1;0
9.094482613;0.386427797;5204.4;1;0;0;0;0
7.189663581;0.780940848;944.32;1;0;0;1;0
12.76702825;1.881854903;496.31;1;0;0;1;0
11.13482586;4.503249983;3216.04;1;1;0;1;0
2.867121919;0.108961674;541.63;1;0;1;1;0
10.57628585;2.981754783;294.37;1;0;0;0;0
8.067181261;5.404261215;552.85;1;1;0;1;0
31.43220025;0.176854143;989.61;1;0;0;0;0
3.718987877;5.166182296;466.12;1;1;0;1;0
33.37432435;6.482962069;1975.96;1;0;0;0;0
15.40439925;2.865330396;146.65;1;0;1;1;0
11.21853065;0.058600033;1632.41;1;0;0;1;0
3.084523509;0.145901049;2898.52;1;0;0;1;0
47.89590326;0.144054941;1273.43;1;1;0;1;0
1.919219232;0.595161783;1564.67;1;0;0;0;0
0.715897286;0.658114901;2962.54;0;0;0;1;0
85.62977276;1.090616437;6283.9;1;1;0;1;1
3.258243112;1.197888379;394.95;1;0;0;1;0
3.264468252;0.061894274;97;1;1;0;0;0
0.367363578;2.190396556;2462.45;0;1;0;1;0
105.9472814;2.206501568;3547.58;1;1;0;0;0
16.82471992;47.82084301;4229.08;1;0;0;1;1
3.607258976;7.66728835;137.68;1;1;0;0;0
4.417306612;2.5848317;834.67;1;1;0;1;0
3.3726371;0.052228329;1396.5;1;0;1;0;0
2.773436814;0.663819417;785.69;1;0;0;1;0
5.305188281;0.980539635;2328.92;1;0;0;1;0
5.769653328;0.506108974;535.87;1;0;0;0;0
1.97003812;0.059532764;1197;1;0;0;1;0
15.56974692;4.767032983;149.37;1;0;0;1;0
5.648870688;6.067883815;1389.77;1;0;0;1;0
9.32471501;0.202299577;512.35;1;1;1;1;0
14.1152562;18.3384281;75.42;1;1;0;0;0
2.962790447;7.486167595;847.11;1;1;0;1;0
3.446054599;6.446056305;493.54;1;1;0;1;0
27.07038789;10.94356942;292.82;1;0;0;1;0
5.256466942;0.104803445;931.57;1;0;0;0;0
20.9320994;0.239485403;2698.99;1;1;0;1;0
9.402204193;3.18835684;935.39;1;0;0;0;0
3.32903077;0.611079316;2862.27;1;1;0;1;0
33.16730652;2.437958538;470.95;1;1;0;0;0
2.663464005;9.80117552;1213.21;1;1;0;0;0
9.365744183;0.468088341;165.58;1;0;0;1;0
4.381589588;2.127839729;1387.54;1;1;0;0;0
16.85469423;0.633053204;843.17;1;1;0;1;0
9.370775417;0.405737271;1164.4;1;0;1;1;0
9.973943934;0.107022456;4297.04;1;0;0;0;0
13.50585075;2.181835487;3394.29;1;0;0;1;0
57.15951741;1.007907391;123.46;1;0;0;0;0
16.61076455;1.477553278;7517.04;1;1;0;1;1
25.43520937;4.815261886;2208.81;1;1;0;0;0
15.52273485;4.512474167;7414.63;1;1;0;1;1
7.977735508;0.127320434;451.09;1;1;0;1;0
9.147142439;31.93458552;7896.69;1;0;0;0;0
10.03503041;0.103639537;3809.23;1;1;1;0;0
0.531929133;0.239777601;168.18;0;0;0;0;0
2.036010532;1.161054446;1000.66;1;1;0;1;0
8.746783455;9.940476378;930.39;1;0;1;0;0
36.0791732;184.21801;119.21;1;0;0;1;1
31.4604686;1.738532004;1971.45;1;0;0;1;0
18.0793468;0.036413537;2413.42;1;0;0;1;0
27.89872576;0.559729603;215.12;1;0;0;0;0
22.70570745;0.109489336;1749.73;1;0;0;0;0
20.10350585;1.719087835;302.51;1;0;1;1;0
116.8473925;0.38537539;145.94;1;0;0;0;0
1.387159605;1.62664794;268.09;0;0;0;0;0
61.7336392;1.034990455;2450.33;1;1;1;1;0
30.12576466;17.30043622;246.34;1;0;0;0;0
6.191019593;0.708475239;663.71;1;0;0;1;0
3.354387932;15.80223654;2450.39;1;0;0;1;0
18.53379539;15.86927108;1508.57;1;1;0;1;0
7.834153644;13.15022522;2933.68;1;1;0;0;0
9.838806157;0.301851092;1580.48;1;1;0;0;0
132.2713541;7.896742873;7166.83;1;1;0;0;1
3.09629789;0.213152282;5562.6;1;0;1;1;0
3.455984396;45.50934037;253.53;1;1;0;1;0
2.754036063;2.200732759;2592.68;1;1;0;1;0
23.90551252;1.120278214;980.84;1;0;0;0;0
29.38667219;0.158860613;2806.63;1;1;0;0;0
20.46418811;26.62655593;85.21;1;0;0;0;0
12.54843358;0.130391171;5163.82;1;0;0;0;0
7.96566831;0.052468031;3663.29;1;0;0;1;0
5.618161875;0.325309772;323.49;1;0;0;1;0
45.51060672;3.13289622;7333.31;1;0;0;1;1
8.9496186;0.18420865;1405.26;1;0;0;1;0
49.67845388;0.413377081;1850.3;1;0;0;1;0
9.451192947;5.414853265;1342.46;1;0;0;0;0
7.770655028;3.647391077;1119.96;1;0;0;1;0
40.2228452;2.21823789;777.29;1;0;0;1;0
13.05228917;0.258943383;991.86;1;0;0;1;0
6.365235089;0.249002384;473.96;1;0;0;1;0
9.059577336;0.414704773;90.22;1;1;0;1;0
28.14626259;1.305731677;184.47;1;0;0;0;0
1.051446105;0.80327736;1544.47;0;1;0;0;0
4.614721932;0.555150444;1456.64;1;1;0;0;0
14.06950445;0.491608397;2834.21;1;0;0;1;0
5.370573083;10.84150931;908.73;1;0;0;1;0
45.83124514;0.292374481;3007.73;1;0;0;0;0
48.98113709;0.019563558;4916.79;1;0;0;1;1
1.566158281;0.036312348;2793.92;0;0;1;1;0
7.263372088;14.20891399;228.08;1;1;0;1;0
37.25434644;6.170555014;2643.71;1;0;0;1;0
21.19251009;0.333419951;589.38;1;0;0;1;0
2.950624337;3.002660936;1880.72;1;0;1;1;0
5.900300363;0.338046605;1284.1;1;0;0;0;0
3.54866311;23.31948581;185.2;1;0;1;1;0
14.63274428;0.989402022;308.84;1;0;0;1;0
2.056862118;0.545396508;567.4;1;1;0;1;0
5.777687972;0.001729353;716.46;1;1;0;1;0
37.75390479;4.871233947;23195.91;1;0;0;1;1
0.456564173;1.242610639;148.85;0;1;0;0;0
4.687813552;4.274856433;329.7;1;1;0;0;0
54.15061176;0.921169923;1428.1;1;0;0;1;0
55.39249366;0.20558666;201.11;1;0;0;1;0
26.58675631;2.344513494;2120.17;1;1;0;1;0
0.584611331;0.244332115;714.62;0;0;0;0;0
36.17562726;6.745699791;2126.68;1;0;0;1;0
3.860906279;6.336098965;2174.9;1;0;0;1;0
18.55494987;0.816294679;157.98;1;1;0;0;0
2.776709457;0.851468076;2265.02;1;0;0;1;0
2.18825155;0.344689435;2963.1;1;0;0;1;0
8.341892135;26.51859927;339.24;1;0;0;0;0
9.823500527;0.137824087;543.95;1;1;0;1;0
83.10607324;11.79058605;468.13;1;0;0;1;0
237.5726611;147.3142668;1236.86;1;0;0;0;1
12.19199834;0.581601235;225.64;1;0;0;0;0
62.49112135;0.769894053;103.89;1;0;0;0;0
65.96282326;0.487372127;1035.8;1;0;0;0;0
29.97568477;24.76266331;923.87;1;0;0;1;0
3.663520066;0.380197072;3325.24;1;1;0;0;0
42.37811951;1.315179365;384.65;1;0;0;0;0
9.59940592;0.063631044;1183.98;1;1;0;0;0
20.26610305;3.145301925;669.78;1;0;0;1;0
41.21236564;2.308500998;4181.24;1;0;0;1;1
120.2515022;0.492117524;1756.42;1;1;0;0;0
2.021687217;0.615804079;698.49;1;0;0;1;0
16.49122231;0.273534732;84.42;1;0;1;0;0
112.6344701;1.570374587;1163.37;1;0;0;0;0
848.3164377;0.293773208;1175.41;1;0;0;1;1
21.0401726;1.433750267;1685.38;1;0;0;1;0
0.895807757;8.037086706;458.77;0;0;1;1;0
1.60428708;3.677315121;452.87;0;0;0;0;0
3.055309788;5.659701292;546.69;1;1;0;1;0
40.22802554;0.176983563;151.31;1;0;0;0;0
13.13667202;18.63245178;852.47;1;0;0;1;0
210.3741768;0.14612829;20.48;1;0;0;0;0
24.98356559;0.095012051;1318;1;1;0;0;0
75.21300663;0.237453114;154.67;1;1;0;0;0
104.0355781;17.77643774;1541.83;1;1;0;1;0
19.97064445;0.669582406;3834.3;1;0;0;0;0
15.02930624;1.978387761;2948.49;1;0;0;0;0
104.7632338;62.22597169;1171.98;1;0;0;0;1
29.48658272;0.455053833;1402.83;1;0;0;1;0
6.339232262;2.095850886;654.22;1;1;1;0;0
2.53522082;0.229803946;1229.86;1;1;0;1;0
7.727197614;0.218776595;3348.2;1;0;0;0;0
22.9991808;0.251480535;5012.25;1;1;0;0;0
2.965191589;0.0451665;326.59;1;1;0;1;0
1.95525785;1.347795528;467.5;1;0;0;1;0
0.382927406;0.117150336;26961.78;0;0;0;1;1
2.814891188;26.30359981;986.95;1;0;0;1;0
4.25163026;6.572972186;4093.13;1;0;0;1;1
34.84756217;0.813223112;1279.68;1;1;0;1;0
18.174514;1.45353732;1320.25;1;0;0;1;0
2.667814363;1.556182036;493.87;1;1;0;0;0
4.26271166;2.247252396;254.92;1;0;1;0;0
539.0084545;0.414413157;842.9;1;0;0;1;1
8.748577146;0.217739567;255.25;1;0;0;0;0
28.40134236;1.771942913;55.57;1;0;0;1;0
12.35438828;0.329008127;1329.41;1;1;0;1;0
2.676703176;0.314696834;1496.52;1;1;0;1;0
3.478327261;1.02399995;1016.66;1;0;0;1;0
24.94744576;0.154439136;2366.1;1;0;0;0;0
6.128279834;11.56158731;1272.59;1;0;0;1;0
3.367863878;0.189280058;815.59;1;0;0;1;0
1.54724539;0.121749842;2111.27;0;1;0;0;0
3.908921136;16.0612829;452.75;1;1;0;1;0
60.7408396;102.5441919;1053.07;1;1;0;0;0
12.15513456;7.858516741;412.39;1;0;1;1;0
13.72630044;1.63988697;823.77;1;0;0;1;0
3.232577312;0.021084472;274.33;1;1;0;1;0
26.88742733;38.00643475;106.9;1;0;0;0;0
18.12911747;9.663762788;108.26;1;1;0;1;0
1.444288358;0.447373801;512.73;0;1;0;0;0
3.553263236;6.903862681;2422.74;1;0;0;1;0
50.8776257;1.850366874;129.01;1;1;0;1;0
5.754453818;1.345256422;773.8;1;0;0;0;0
101.9434058;9.331890937;797.61;1;1;1;0;0
15.59819793;0.031381514;1389.03;1;0;0;1;0
4.253346306;0.584092823;2358.78;1;0;0;0;0
20.94325189;1.110332234;1610.11;1;0;0;0;0
13.36298811;8.218052805;1524.54;1;0;1;1;0
1.622793911;4.710211486;1915.7;0;1;0;0;0
10.05742076;0.481538949;354.87;1;1;0;1;0
3.193046663;4.67521864;387.95;1;0;0;1;0
38.95739847;0.702168357;384.79;1;0;0;1;0
16.40458013;8.929849439;17567.93;1;0;0;0;0
5.562470132;0.966068752;327.27;1;1;1;0;0
29.80281727;0.06806812;1083.11;1;0;0;1;0
7.824605346;2.026889589;278.55;1;1;0;1;0
6.260827122;1.028424288;347.31;1;0;0;0;0
19.87522145;0.459489818;744.88;1;0;0;0;0
35.2957749;0.210345464;91.64;1;1;0;1;0
11.58803304;0.258211255;799.16;1;1;0;1;0
28.72616257;0.307407689;1003.05;1;0;0;0;0
14.30461535;39.33100374;217.61;1;1;0;1;0
9.524733814;1.334827853;91.42;1;0;0;1;0
0.472941971;0.292902747;1936.57;0;1;0;0;0
1.109132945;1.55820635;3715.21;0;0;0;1;0
10.42733488;40.37681476;758.86;1;1;0;1;0
13.5079845;0.984467543;832.71;1;0;0;1;0
2.466611465;0.252481639;374.62;1;1;0;1;0
54.83414159;0.438637778;99.09;1;0;0;0;0
19.81592746;5.307457763;514.75;1;1;0;1;0
26.298213;0.107337482;1341.03;1;1;0;1;0
2.362543081;0.096739981;681.85;1;1;0;1;0
341.1966903;0.070030213;1388.15;1;0;0;1;1
1.587148668;0.445630982;397.55;0;0;0;0;0
1.690985932;2.481291317;1908.66;0;0;0;0;0
8.334303271;5.072922034;3198.8;1;0;0;1;0
191.6669312;0.362201502;3379.5;1;1;0;1;0
139.1759716;2.437316937;559.76;1;1;0;0;0
136.7628369;6.655262505;2918.9;1;0;0;1;1
8.508123121;0.0904863;1370.01;1;1;0;0;0
0.409441947;50.15103974;490.47;0;1;0;0;0
11.67231035;0.22390374;7443.48;1;1;0;1;1
20.68008488;0.756328675;1105.72;1;1;0;1;0
5.485652685;0.533029476;721.31;1;1;0;1;0
9.106715267;0.518250416;61.72;1;1;0;1;0
82.11024719;0.10978091;4388.08;1;0;0;1;1
6.822986128;0.121526416;348.38;1;1;0;1;0
8.996933458;0.301477577;455.48;1;0;0;1;0
1.004504618;7.54402568;660.64;0;0;0;0;0
63.91212077;0.160006004;970.08;1;0;1;1;0
2.88079263;9.172915421;2174.04;1;1;0;0;0
5.800112618;0.621969454;2376.5;1;1;0;1;0
3.965401774;2.977163155;2701.34;1;0;0;1;0
